episode_id,datetime,macro_context,visual_anchored_regime_proxy,auction_structure_state,demand_supply_state,volume_acceptance_state,momentum_state,capitulation_state,fuel_state,risk_sl_state,microstructure_flag,human_visual_required,final_policy,confidence,reason_codes,regimeB,combined,macro_broken,weekly_slope,EVAL_exitype,EVAL_realR
970,2020-08-17 10:00,MACRO_BULL_LEG,VA_RISK_SL,CLEAN_SKY,DEMAND_ABSENT|CLEAN_SKY,in/above_value,weak,NO_CAPITULATION,clean_sky,SL_TOO_WIDE,none,NO,REVIEW,med,bull-leg MAS eixo risco/SL (camada 3),TRANSITION,2,False,0.8909515541672535,SCRATCH,-0.13
1027,2020-08-30 22:00,MACRO_RANGE,VA_RANGE_REVIEW,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED|SUPPLY_BLOCKS_TARGET,in/above_value,bull,NO_CAPITULATION,overhead,SL_OK,none,NO,REVIEW,med,range/transition: precisa microestrutura/reclaim,BULL,3,False,0.9133222255687113,STOP_LOSS,-1.1
1072,2020-09-09 14:00,MACRO_RANGE,VA_RANGE_REVIEW,SUPPLY_FAR_ENOUGH,DEMAND_DEFENDED|SUPPLY_FAR_ENOUGH,in/above_value,weak,NO_CAPITULATION,clean_sky,SL_OK,none,NO,REVIEW,med,range/transition: precisa microestrutura/reclaim,TRANSITION,2,False,0.9149251279092578,STOP_LOSS,-1.1
1151,2020-09-28 18:00,MACRO_RANGE,VA_RISK_SL,CLEAN_SKY,DEMAND_ABSENT|CLEAN_SKY,in/above_value,weak,NO_CAPITULATION,clean_sky,SL_LATE_WIDE,none,NO,REVIEW,med,range/transition + eixo risco,TRANSITION,1,True,0.7994926789232336,SCRATCH,1.1
1200,2020-10-08 22:00,MACRO_BEAR_LEG,VA_BEAR_MARKDOWN,SUPPLY_FRESH_DANGEROUS,DEMAND_DEFENDED|SUPPLY_FRESH_DANGEROUS,in/above_value,bull,NO_CAPITULATION,overhead,SL_OK,none,NO,SKIP_STRUCTURAL,high,MACRO_BEAR_LEG (bloqueio robusto causal),TRANSITION,-1,True,0.6994044112261998,SCRATCH,-0.16
1211,2020-10-12 18:00,MACRO_CORRECTIVE_PULLBACK,VA_CORRECTIVE_SHALLOW,SUPPLY_FAR_ENOUGH,DEMAND_DEFENDED|SUPPLY_FAR_ENOUGH,in/above_value,bull,NO_CAPITULATION,clean_sky,SL_TOO_WIDE,none,NO,SKIP_STRUCTURAL,high,corrective raso sem flush (drop<1.0),TRANSITION,1,True,0.6994044112261998,SCRATCH,-0.59
1221,2020-10-14 10:00,MACRO_RANGE,VA_AMBIGUOUS_BEAR,SUPPLY_NEAR_AND_REJECTING,DEMAND_DEFENDED|SUPPLY_NEAR_AND_REJECTING,in/above_value,bull,NO_CAPITULATION,overhead,SL_OK,none,YES,HUMAN_VISUAL_REQUIRED,med,regime quebrado MAS weekly subindo (T9-like): visual necessário,TRANSITION,-1,True,0.6146182155597719,STOP_LOSS,-1.1
1298,2020-11-02 07:00,MACRO_RANGE,VA_AMBIGUOUS_BEAR,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED|SUPPLY_BLOCKS_TARGET,in/above_value,weak,NO_CAPITULATION,overhead,SL_OK,none,YES,HUMAN_VISUAL_REQUIRED,med,regime quebrado MAS weekly subindo (T9-like): visual necessário,BEAR,-2,True,0.3407171844842703,WIN_BE,0.9
1316,2020-11-05 07:00,MACRO_BEAR_LEG,VA_BEAR_MARKDOWN,SUPPLY_NEAR_BUT_BROKEN,DEMAND_DEFENDED|SUPPLY_NEAR_BUT_BROKEN,in/above_value,bull,NO_CAPITULATION,overhead,SL_OK,none,NO,SKIP_STRUCTURAL,high,MACRO_BEAR_LEG (bloqueio robusto causal),TRANSITION,0,True,0.260258296958953,STOP_LOSS,-1.1
1326,2020-11-08 23:00,MACRO_CORRECTIVE_PULLBACK,VA_CORRECTIVE_SHALLOW,SUPPLY_FRESH_DANGEROUS,DEMAND_ABSENT|SUPPLY_FRESH_DANGEROUS,in/above_value,bull,NO_CAPITULATION,overhead,SL_TOO_WIDE,none,NO,SKIP_STRUCTURAL,high,corrective raso sem flush (drop<1.0),TRANSITION,3,True,0.260258296958953,STOP_LOSS,-1.1
1353,2020-11-13 11:00,MACRO_TRANSITION,VA_AMBIGUOUS_BEAR,CLEAN_SKY,DEMAND_DEFENDED|CLEAN_SKY,in/above_value,weak,NO_CAPITULATION,clean_sky,SL_OK,none,YES,HUMAN_VISUAL_REQUIRED,med,regime quebrado MAS weekly subindo (T9-like): visual necessário,BEAR,-2,True,0.13537984025754116,STOP_LOSS,-1.1
1429,2020-12-02 11:00,MACRO_BEAR_LEG,VA_BEAR_MARKDOWN,CLEAN_SKY,DEMAND_DEFENDED|CLEAN_SKY,in/above_value,bull,NO_CAPITULATION,clean_sky,SL_TOO_WIDE,none,NO,SKIP_STRUCTURAL,high,MACRO_BEAR_LEG (bloqueio robusto causal),BEAR,-1,True,-0.33285459076863916,SCRATCH,0.55
1497,2020-12-17 19:00,MACRO_BEAR_LEG,VA_BEAR_MARKDOWN,SUPPLY_NEAR_AND_REJECTING,DEMAND_DEFENDED|SUPPLY_NEAR_AND_REJECTING,in/above_value,bull,NO_CAPITULATION,overhead,SL_OK,none,NO,SKIP_STRUCTURAL,high,MACRO_BEAR_LEG (bloqueio robusto causal),BEAR,-1,True,-0.370512464101121,SCRATCH,1.2
1522,2020-12-23 23:00,MACRO_RANGE,VA_BEAR_PULLBACK,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED|SUPPLY_BLOCKS_TARGET,in/above_value,bull,NO_CAPITULATION,overhead,SL_OK,none,NO,SKIP_STRUCTURAL,high,bear-context causal (broken+combined<0+weekly<=0),BEAR,-2,True,-0.29687934753456635,WIN_BE,0.9
1568,2021-01-06 19:00,MACRO_BULL_LEG,VA_BULL_MARKUP,SUPPLY_FAR_ENOUGH,DEMAND_DEFENDED|SUPPLY_FAR_ENOUGH,below_VAL,bull,NO_CAPITULATION,clean_sky,SL_OK,none,NO,TAKE_CANDIDATE,high,bull-leg; supply-perto=markup não-veta; risco operável,TRANSITION,1,False,-0.27338289597395055,STOP_LOSS,-1.1
1623,2021-01-20 03:00,MACRO_TRANSITION,VA_BEAR_PULLBACK,CLEAN_SKY,DEMAND_DEFENDED|CLEAN_SKY,in/above_value,weak,NO_CAPITULATION,clean_sky,SL_OK,none,NO,SKIP_STRUCTURAL,high,bear-context causal (broken+combined<0+weekly<=0),BEAR,-2,True,-0.24515687359469396,STOP_LOSS,-1.1
1661,2021-01-28 11:00,MACRO_BEAR_LEG,VA_BEAR_MARKDOWN,CLEAN_SKY,DEMAND_DEFENDED|CLEAN_SKY,in/above_value,weak,NO_CAPITULATION,clean_sky,SL_OK,none,NO,SKIP_STRUCTURAL,high,MACRO_BEAR_LEG (bloqueio robusto causal),BEAR,-3,True,-0.21810057484990794,STOP_LOSS,-1.1
1761,2021-02-22 07:00,MACRO_BEAR_LEG,VA_BOTTOM_TURN,SUPPLY_FAR_ENOUGH,DEMAND_DEFENDED|SUPPLY_FAR_ENOUGH,in/above_value,weak,NO_CAPITULATION,clean_sky,SL_OK,none,NO,TAKE_CANDIDATE,high,"bottom_turn (reversão de fundo, convexidade)",BEAR,-2,True,-0.2809605095777602,STOP_LOSS,-1.1
1775,2021-02-24 15:00,MACRO_BEAR_LEG,VA_BEAR_MARKDOWN,SUPPLY_NEAR_AND_REJECTING,DEMAND_NEUTRAL|SUPPLY_NEAR_AND_REJECTING,in/above_value,bull,NO_CAPITULATION,overhead,SL_OK,none,NO,SKIP_STRUCTURAL,high,MACRO_BEAR_LEG (bloqueio robusto causal),BEAR,-2,True,-0.32880931965237004,STOP_LOSS,-1.1
1836,2021-03-10 19:00,MACRO_BEAR_LEG,VA_BEAR_MARKDOWN,SUPPLY_FRESH_DANGEROUS,DEMAND_ABSENT|SUPPLY_FRESH_DANGEROUS,in/above_value,bull,NO_CAPITULATION,overhead,SL_TOO_WIDE,none,NO,SKIP_STRUCTURAL,high,MACRO_BEAR_LEG (bloqueio robusto causal),BEAR,-1,True,-0.458805977124143,SCRATCH,0.05
1873,2021-03-18 22:00,MACRO_BEAR_LEG,VA_BEAR_MARKDOWN,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED|SUPPLY_BLOCKS_TARGET,in/above_value,bull,NO_CAPITULATION,overhead,SL_OK,none,NO,SKIP_STRUCTURAL,high,MACRO_BEAR_LEG (bloqueio robusto causal),BEAR,-2,True,-0.48772223687760213,STOP_LOSS,-1.1
1901,2021-03-25 14:00,MACRO_RANGE,VA_BEAR_PULLBACK,SUPPLY_NEAR_AND_REJECTING,DEMAND_NEUTRAL|SUPPLY_NEAR_AND_REJECTING,below_VAL,weak,NO_CAPITULATION,overhead,SL_TOO_SHORT,none,NO,SKIP_STRUCTURAL,high,bear-context causal (broken+combined<0+weekly<=0),BEAR,-2,True,-0.45091343455194083,STOP_LOSS,-1.1
1941,2021-04-06 06:00,MACRO_RANGE,VA_BEAR_PULLBACK,SUPPLY_FAR_ENOUGH,DEMAND_DEFENDED|SUPPLY_FAR_ENOUGH,in/above_value,bull,NO_CAPITULATION,clean_sky,SL_OK,none,NO,SKIP_STRUCTURAL,high,bear-context causal (broken+combined<0+weekly<=0),BEAR,-1,True,-0.44757112568483043,WIN_BE,0.9
2034,2021-04-27 18:00,MACRO_BULL_LEG,VA_RISK_SL,SUPPLY_NEAR_AND_REJECTING,DEMAND_ABSENT|SUPPLY_NEAR_AND_REJECTING,below_VAL,weak,NO_CAPITULATION,overhead,SL_LATE_WIDE,none,NO,REVIEW,med,bull-leg MAS eixo risco/SL (camada 3),BEAR,-1,True,-0.44910040039325966,STOP_LOSS,-1.1
2053,2021-05-02 22:00,MACRO_BULL_LEG,VA_BULL_MARKUP,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED|SUPPLY_BLOCKS_TARGET,in/above_value,weak,NO_CAPITULATION,overhead,SL_OK,none,NO,TAKE_CANDIDATE,high,bull-leg; supply-perto=markup não-veta; risco operável,BEAR,-1,True,-0.44910040039325966,WIN_HELD,3.32
2100,2021-05-12 18:00,MACRO_BULL_LEG,VA_RISK_SL,SUPPLY_BLOCKS_TARGET,DEMAND_FRAGILE|SUPPLY_BLOCKS_TARGET,below_VAL,bull,FALLING_KNIFE,overhead,SL_TOO_WIDE,none,NO,REVIEW,med,bull-leg MAS eixo risco/SL (camada 3),TRANSITION,3,True,-0.22379088690467835,WIN_HELD,1.78
2110,2021-05-14 10:00,MACRO_BULL_LEG,VA_BULL_MARKUP,SUPPLY_FAR_ENOUGH,DEMAND_DEFENDED|SUPPLY_FAR_ENOUGH,in/above_value,bull,NO_CAPITULATION,clean_sky,SL_OK,none,NO,TAKE_CANDIDATE,high,bull-leg; supply-perto=markup não-veta; risco operável,TRANSITION,2,True,-0.22379088690467835,WIN_HELD,1.86
2174,2021-05-31 02:00,MACRO_BULL_LEG,VA_BULL_MARKUP,CLEAN_SKY,DEMAND_DEFENDED|CLEAN_SKY,in/above_value,bull,NO_CAPITULATION,clean_sky,SL_OK,none,NO,TAKE_CANDIDATE,high,bull-leg; supply-perto=markup não-veta; risco operável,BULL,3,False,0.07819560631423482,STOP_LOSS,-1.1
2188,2021-06-02 14:00,MACRO_BULL_LEG,VA_BULL_MARKUP,SUPPLY_NEAR_AND_REJECTING,DEMAND_DEFENDED|SUPPLY_NEAR_AND_REJECTING,in/above_value,bull,NO_CAPITULATION,overhead,SL_OK,none,NO,TAKE_CANDIDATE,high,bull-leg; supply-perto=markup não-veta; risco operável,BULL,1,False,0.1911604177501488,STOP_LOSS,-1.1
2204,2021-06-07 06:00,MACRO_BULL_LEG,VA_BULL_MARKUP,SUPPLY_NEAR_AND_REJECTING,DEMAND_DEFENDED|SUPPLY_NEAR_AND_REJECTING,in/above_value,weak,NO_CAPITULATION,overhead,SL_OK,none,NO,TAKE_CANDIDATE,high,bull-leg; supply-perto=markup não-veta; risco operável,TRANSITION,2,False,0.1911604177501488,STOP_LOSS,-1.1
2222,2021-06-10 06:00,MACRO_BULL_LEG,VA_BULL_MARKUP,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED|SUPPLY_BLOCKS_TARGET,below_VAL,weak,NO_CAPITULATION,overhead,SL_OK,none,NO,TAKE_CANDIDATE,high,bull-leg; supply-perto=markup não-veta; risco operável,TRANSITION,2,False,0.31147390769785,STOP_LOSS,-1.1
2320,2021-07-02 14:00,MACRO_TRANSITION,VA_RANGE_REVIEW,CLEAN_SKY,DEMAND_DEFENDED|CLEAN_SKY,in/above_value,bull,NO_CAPITULATION,clean_sky,SL_OK,none,NO,REVIEW,med,range/transition: precisa microestrutura/reclaim,TRANSITION,1,True,0.38234611216501224,WIN_HELD,1.47
2364,2021-07-14 02:00,MACRO_CORRECTIVE_PULLBACK,VA_CORRECTIVE_SHALLOW,CLEAN_SKY,DEMAND_DEFENDED|CLEAN_SKY,in/above_value,bull,NO_CAPITULATION,clean_sky,SL_OK,none,NO,SKIP_STRUCTURAL,high,corrective raso sem flush (drop<1.0),TRANSITION,1,True,0.3616902615007083,STOP_LOSS,-1.1
2372,2021-07-15 10:00,MACRO_CORRECTIVE_PULLBACK,VA_CORRECTIVE_SHALLOW,SUPPLY_FAR_ENOUGH,DEMAND_DEFENDED|SUPPLY_FAR_ENOUGH,below_VAL,bull,NO_CAPITULATION,clean_sky,SL_TOO_WIDE,none,NO,SKIP_STRUCTURAL,high,corrective raso sem flush (drop<1.0),TRANSITION,1,True,0.3616902615007083,STOP_LOSS,-1.1
2428,2021-07-28 18:00,MACRO_BULL_LEG,VA_RISK_SL,SUPPLY_BLOCKS_TARGET,DEMAND_ABSENT|SUPPLY_BLOCKS_TARGET,in/above_value,bull,NO_CAPITULATION,overhead,SL_LATE_WIDE,none,NO,REVIEW,med,bull-leg MAS eixo risco/SL (camada 3),TRANSITION,0,True,0.21830507880114544,STOP_LOSS,-1.1
2488,2021-08-11 18:00,MACRO_RANGE,VA_AMBIGUOUS_BEAR,CLEAN_SKY,DEMAND_DEFENDED|CLEAN_SKY,in/above_value,weak,NO_CAPITULATION,clean_sky,SL_OK,none,YES,HUMAN_VISUAL_REQUIRED,med,regime quebrado MAS weekly subindo (T9-like): visual necessário,BEAR,-3,True,0.049612178563807556,SCRATCH,1.02
2497,2021-08-13 06:00,MACRO_BEAR_LEG,VA_BEAR_MARKDOWN,CLEAN_SKY,DEMAND_DEFENDED|CLEAN_SKY,in/above_value,weak,NO_CAPITULATION,clean_sky,SL_OK,none,NO,SKIP_STRUCTURAL,high,MACRO_BEAR_LEG (bloqueio robusto causal),BEAR,-1,True,0.049612178563807556,WIN_HELD,1.99
2544,2021-08-25 02:00,MACRO_CORRECTIVE_PULLBACK,VA_UNKNOWN,SUPPLY_BLOCKS_TARGET,DEMAND_DEFENDED|SUPPLY_BLOCKS_TARGET,in/above_value,bull,NO_CAPITULATION,overhead,SL_OK,none,NO,UNKNOWN,med,sem leitura clara,BEAR,3,True,-0.08822581958185634,WIN_BE,0.9
2663,2021-09-22 02:00,MACRO_RANGE,VA_BEAR_PULLBACK,SUPPLY_FAR_ENOUGH,DEMAND_DEFENDED|SUPPLY_FAR_ENOUGH,in/above_value,weak,NO_CAPITULATION,clean_sky,SL_OK,none,NO,SKIP_STRUCTURAL,high,bear-context causal (broken+combined<0+weekly<=0),BEAR,-1,True,-0.28972844202019227,STOP_LOSS,-1.1
